Thing Type Code,Thing Serial,Thing Name,Owner Group,Alias Config,aliasMapped,deviceId,doorEvent,lastDetectTime,lastLocateTime,location,locationXYZ,logicalReader,sessionId,source,tsCoreIn,tsEdgeIn,zone,AssignedUser,CLEARED_DTM,CLEAR_DTM,CLEAR_EMPLOYEE_IDENT,CLEAR_EVENT_STATE,CLEAR_MESSAGE_ID,DEVICE_ID,Dispatch,DispatchStatus,DispatchedAssociate,EVENT_DESCRIPTION,EVENT_DTM,EventCode,EventOpen,FACID,FacilityName,Priority,SET_DTM,SET_EMPLOYEE_IDENT,SET_EMPLOYEE_SERIAL_NBR,SET_EVENT_STATE,SET_MESSAGE_ID,Cleared,user
TVMEVENTS,13000_1,13000_1,>LAM,,13000_1,,,2020-05-15T10:24:03.851-0400,2020-05-15T10:24:03.851-0400,-118.4856386933289;34.013341996252905;0.0,3330.8;3167.2;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T10:25:33.963-0400,2020-05-15T10:25:33.855-0400,1265,,2020-05-15T12:00-0400,2020-05-15T12:00-0400,0,Clear,,TVM00500,false,UNASSIGNED,,Billbox Removed / Inserted,2020-05-15T12:00-0400,407,true,1265,E LA Civic Center,1,2020-05-15T12:00-0400,0,,Set,13000_1,true,
TVMEVENTS,13000_2,13000_2,>LAM,,13000_2,,,2020-05-15T10:24:03.851-0400,2020-05-15T10:24:03.851-0400,-118.4856386933289;34.013341996252905;0.0,3330.8;3167.2;0.0,,,SERVICES,2020-05-15T10:26:50.014-0400,2020-05-15T10:26:49.897-0400,1265,,,,0,Clear,,TVM00501,false,UNASSIGNED,,CSC Bin Full,2020-05-15T12:00-0400,212,true,1265,E LA Civic Center,2,2020-05-15T12:00-0400,0,,Set,13000_2,true,
TVMEVENTS,14000,14000,>LAM,,14000,,,2020-05-15T10:52:33.856-0400,2020-05-15T10:52:33.856-0400,-118.48730702733617;34.0133342146857;0.0,2825.7;3164.4;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T11:46:03.965-0400,2020-05-15T11:46:03.867-0400,1270,,,,0,Clear,,TVM00120,false,UNASSIGNED,,In Service,2020-05-15T13:00-0400,140,true,1270,Pico/Aliso,0,2020-05-15T13:00-0400,0,,Set,14000,false,
TVMEVENTS,14000_1,14000_1,>LAM,,14000_1,,,2020-05-15T10:54:33.840-0400,2020-05-15T10:54:33.840-0400,-118.48730702733617;34.0133342146857;0.0,2825.7;3164.4;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T10:56:03.906-0400,2020-05-15T10:56:03.796-0400,1270,,2020-05-15T12:00-0400,2020-05-15T12:00-0400,0,Clear,,TVM00500,false,UNASSIGNED,,Billbox Removed / Inserted,2020-05-15T12:00-0400,407,true,1270,Pico/Aliso,1,2020-05-15T12:00-0400,0,,Set,14000_1,true,
TVMEVENTS,14000_2,14000_2,>LAM,,14000_2,,,2020-05-15T10:54:33.840-0400,2020-05-15T10:54:33.840-0400,-118.48730702733617;34.0133342146857;0.0,2825.7;3164.4;0.0,,,SERVICES,2020-05-15T10:56:31.386-0400,2020-05-15T10:56:31.271-0400,1270,,,,0,Clear,,TVM00501,false,UNASSIGNED,,CSC Bin Full,2020-05-15T12:00-0400,212,true,1270,Pico/Aliso,2,2020-05-15T12:00-0400,0,,Set,14000_2,true,
TVMEVENTS,14001,14001,>LAM,,14001,,,2020-05-15T11:00:33.800-0400,2020-05-15T11:00:33.800-0400,-118.48730702733617;34.0133342146857;0.0,2825.7;3164.4;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T11:00:33.920-0400,2020-05-15T11:00:33.811-0400,1270,,,,0,,,TVM00120,false,UNASSIGNED,,In Service,2020-05-15T12:00-0400,140,true,1270,Pico/Aliso,0,2020-05-15T12:00-0400,0,,Set,14001,false,
TVMEVENTS,113_0,113_0,>LAM,,113_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.49331249332053;34.01589319780769;0.0,1007.5;4099.0;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.098-0400,2020-05-15T12:13:03.962-0400,113,,,,0,,,TVM001008,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,113,Balboa,0,2020-05-15T14:00-0400,0,,Set,113_0,false,
TVMEVENTS,1453_0,1453_0,>LAM,,1453_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.48753541707994;34.01387412009659;0.0,2756.6;3361.5;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.097-0400,2020-05-15T12:13:03.966-0400,1453,,,,0,,,TVM001095,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,1453,TAP LAB,0,2020-05-15T14:00-0400,0,,Set,1453_0,false,
TVMEVENTS,107_0,107_0,>LAM,,107_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.49519205070465;34.01559537250431;0.0,438.4;3990.2;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.098-0400,2020-05-15T12:13:03.961-0400,107,,,,0,,,TVM001003,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,107,Warner Center Transit Hub,0,2020-05-15T14:00-0400,0,,Set,107_0,false,
TVMEVENTS,138_0,138_0,>LAM,,138_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.48925699329;34.012720580861526;0.0,2235.3;2940.2;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.126-0400,2020-05-15T12:13:03.963-0400,138,,,,0,,,TVM001033,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,138,Grand,0,2020-05-15T14:00-0400,0,,Set,138_0,false,
TVMEVENTS,124_0,124_0,>LAM,,124_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.48913227057079;34.01346427781823;0.0,2273.1;3211.9;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.120-0400,2020-05-15T12:13:03.962-0400,124,,,,0,,,TVM001019,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,124,7th St/Metro Center (Red),0,2020-05-15T14:00-0400,0,,Set,124_0,false,
TVMEVENTS,110_0,110_0,>LAM,,110_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.49433307385068;34.01589430942802;0.0,698.5;4099.4;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.098-0400,2020-05-15T12:13:03.961-0400,110,,,,0,,,TVM001005,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,110,Pierce College,0,2020-05-15T14:00-0400,0,,Set,110_0,false,
TVMEVENTS,168_0,168_0,>LAM,,168_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.4870790395699;34.01659017941501;0.0,2894.7;4353.5;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.182-0400,2020-05-15T12:13:03.965-0400,168,,,,0,,,TVM001063,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,168,Allen,0,2020-05-15T14:00-0400,0,,Set,168_0,false,
TVMEVENTS,159_0,159_0,>LAM,,159_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.4876718077622;34.014416956318655;0.0,2715.3;3559.8;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.182-0400,2020-05-15T12:13:03.964-0400,159,,,,0,,,TVM001054,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,159,Lincoln/Cypress,0,2020-05-15T14:00-0400,0,,Set,159_0,false,
TVMEVENTS,115_0,115_0,>LAM,,115_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.49264059996229;34.01589097457008;0.0,1210.9;4098.1;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.183-0400,2020-05-15T12:13:03.962-0400,115,,,,0,,,TVM001010,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,115,Sepulveda,0,2020-05-15T14:00-0400,0,,Set,115_0,false,
TVMEVENTS,143_0,143_0,>LAM,,143_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.48869372939686;34.01132432504737;0.0,2405.9;2430.3;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.204-0400,2020-05-15T12:13:03.964-0400,143,,,,0,,,TVM001038,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,143,Florence,0,2020-05-15T14:00-0400,0,,Set,143_0,false,
TVMEVENTS,134_0,134_0,>LAM,,134_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.49059809779745;34.01567309715671;0.0,1829.3;4018.6;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.214-0400,2020-05-15T12:13:03.963-0400,134,,,,0,,,TVM001029,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,134,Universal City,0,2020-05-15T14:00-0400,0,,Set,134_0,false,
TVMEVENTS,223_0,223_0,>LAM,,223_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.4950114003196;34.01589706243033;0.0,493.1;4100.4;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.214-0400,2020-05-15T12:13:03.965-0400,223,,,,0,,,TVM001079,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,223,Canoga Ave,0,2020-05-15T14:00-0400,0,,Set,223_0,false,
TVMEVENTS,167_0,167_0,>LAM,,167_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.48741833901028;34.01659129101684;0.0,2792.0;4353.9;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.214-0400,2020-05-15T12:13:03.965-0400,167,,,,0,,,TVM001062,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,167,Lake,0,2020-05-15T14:00-0400,0,,Set,167_0,false,
TVMEVENTS,173_0,173_0,>LAM,,173_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.49150200223545;34.00999697137304;0.0,1555.6;1945.5;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.221-0400,2020-05-15T12:13:03.965-0400,173,,,,0,,,TVM001068,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,173,Mariposa,0,2020-05-15T14:00-0400,0,,Set,173_0,false,
TVMEVENTS,172_0,172_0,>LAM,,172_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.49148590898136;34.0097190471372;0.0,1560.5;1844.0;0.0,,,SERVICES,2020-05-21T13:16:32.743-0400,2020-05-21T13:16:32.631-0400,172,,,,0,Clear,,TVM001067,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,172,El Segundo,0,2020-05-15T14:00-0400,0,,Set,172_0,false,
TVMEVENTS,135_0,135_0,>LAM,,135_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.49101652240377;34.015905425590546;0.0,1702.6;4103.4;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.229-0400,2020-05-15T12:13:03.963-0400,135,,,,0,,,TVM001030,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,135,N Hollywood (Orange),0,2020-05-15T14:00-0400,0,,Set,135_0,false,
TVMEVENTS,1265_0,1265_0,>LAM,,1265_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.4856386933289;34.013341996252905;0.0,3330.8;3167.2;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.229-0400,2020-05-15T12:13:03.966-0400,1265,,,,0,,,TVM001088,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,1265,E LA Civic Center,0,2020-05-15T14:00-0400,0,,Set,1265_0,false,
TVMEVENTS,174_0,174_0,>LAM,,174_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.49132765864948;34.01022153349257;0.0,1608.4;2027.5;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.240-0400,2020-05-15T12:13:03.965-0400,174,,,,0,,,TVM001069,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,174,Aviation/LAX,0,2020-05-15T14:00-0400,0,,Set,174_0,false,
TVMEVENTS,183_0,183_0,>LAM,,183_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.48702539538962;34.01024821411852;0.0,2911.0;2037.3;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.242-0400,2020-05-15T12:13:03.965-0400,183,,,,0,,,TVM001078,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,183,Norwalk,0,2020-05-15T14:00-0400,0,,Set,183_0,false,
TVMEVENTS,166_0,166_0,>LAM,,166_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.48767314886672;34.0163567412321;0.0,2714.9;4268.2;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.243-0400,2020-05-15T12:13:03.965-0400,166,,,,0,,,TVM001061,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,166,Memorial Park,0,2020-05-15T14:00-0400,0,,Set,166_0,false,
TVMEVENTS,1876_0,1876_0,>LAM,,1876_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.4942110333405;34.01251047695105;0.0,735.4;2863.5;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.248-0400,2020-05-15T12:13:03.967-0400,1876,,,,0,,,TVM001115,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,1876,Expo/Bundy,0,2020-05-15T14:00-0400,0,,Set,1876_0,false,
TVMEVENTS,1649_0,1649_0,>LAM,,1649_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.49153324961664;34.012360046935996;0.0,1546.1;2808.6;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.255-0400,2020-05-15T12:13:03.966-0400,1649,,,,0,,,TVM001096,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,1649,Baldwin Hills,0,2020-05-15T14:00-0400,0,,Set,1649_0,false,
TVMEVENTS,1669_0,1669_0,>LAM,,1669_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.49120964145284;34.01250714196673;0.0,1644.1;2862.3;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.256-0400,2020-05-15T12:13:03.966-0400,1669,,,,0,,,TVM001101,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,1669,Expo/Western,0,2020-05-15T14:00-0400,0,,Set,1669_0,false,
TVMEVENTS,1266_0,1266_0,>LAM,,1266_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.4859592173062;34.01333532633802;0.0,3233.8;3164.8;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.258-0400,2020-05-15T12:13:03.966-0400,1266,,,,0,,,TVM001089,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,1266,Maravilla,0,2020-05-15T14:00-0400,0,,Set,1266_0,false,
TVMEVENTS,1916_0,1916_0,>LAM,,1916_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.48972772097211;34.01003254562451;0.0,2092.8;1958.5;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.266-0400,2020-05-15T12:13:03.967-0400,1916,,,,0,,,TVM001124,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,1916,Rosecrans-Silver,0,2020-05-15T14:00-0400,0,,Set,1916_0,false,
TVMEVENTS,1041_0,1041_0,>LAM,,1041_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.48475222324949;34.01660574192403;0.0,3599.2;4359.2;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.267-0400,2020-05-15T12:13:03.965-0400,1041,,,,0,,,TVM001085,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,1041,APU/Citrus College,0,2020-05-15T14:00-0400,0,,Set,1041_0,false,
TVMEVENTS,1877_0,1877_0,>LAM,,1877_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.49454765057186;34.012513811938604;0.0,633.5;2864.7;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.267-0400,2020-05-15T12:13:03.967-0400,1877,,,,0,,,TVM001116,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,1877,26th St/Bergamot,0,2020-05-15T14:00-0400,0,,Set,1877_0,false,
TVMEVENTS,1875_0,1875_0,>LAM,,1875_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.49387307500461;34.012509365287926;0.0,837.7;2863.1;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.274-0400,2020-05-15T12:13:03.967-0400,1875,,,,0,,,TVM001114,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,1875,Expo/Sepulveda,0,2020-05-15T14:00-0400,0,,Set,1875_0,false,
TVMEVENTS,117_0,117_0,>LAM,,117_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.491957977768;34.01589208618721;0.0,1417.6;4098.5;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.280-0400,2020-05-15T12:13:03.962-0400,117,,,,0,,,TVM001012,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,117,Woodman,0,2020-05-15T14:00-0400,0,,Set,117_0,false,
TVMEVENTS,105_0,105_0,>LAM,,105_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.48870043491941;34.01078182454536;0.0,2403.8;2232.2;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.279-0400,2020-05-15T12:13:03.961-0400,105,,,,0,,,TVM001002,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,105,103rd St/Watts Towers,0,2020-05-15T14:00-0400,0,,Set,105_0,false,
TVMEVENTS,144_0,144_0,>LAM,,144_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.48870579933745;34.01105307522829;0.0,2402.2;2331.2;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.282-0400,2020-05-15T12:13:03.964-0400,144,,,,0,,,TVM001039,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,144,Firestone,0,2020-05-15T14:00-0400,0,,Set,144_0,false,
TVMEVENTS,125_0,125_0,>LAM,,125_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.48953326081852;34.013774427508636;0.0,2151.7;3325.1;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.293-0400,2020-05-15T12:13:03.962-0400,125,,,,0,,,TVM001020,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,125,Wilshire/Vermont,0,2020-05-15T14:00-0400,0,,Set,125_0,false,
TVMEVENTS,1914_0,1914_0,>LAM,,1914_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.48972906207659;34.011882385457504;0.0,2092.4;2634.1;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.288-0400,2020-05-15T12:13:03.967-0400,1914,,,,0,,,TVM001122,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,1914,Slauson Bus Facility-Silver,0,2020-05-15T14:00-0400,0,,Set,1914_0,false,
TVMEVENTS,1709_0,1709_0,>LAM,,1709_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.49517488466519;34.01648644415222;0.0,443.6;4315.6;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.292-0400,2020-05-15T12:13:03.966-0400,1709,,,,0,,,TVM001107,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,1709,Roscoe,0,2020-05-15T14:00-0400,0,,Set,1709_0,false,
TVMEVENTS,151_0,151_0,>LAM,,151_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.48869641160589;34.00865069787315;0.0,2405.0;1453.8;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.305-0400,2020-05-15T12:13:03.964-0400,151,,,,0,,,TVM001046,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,151,Pacific Coast Highway,0,2020-05-15T14:00-0400,0,,Set,151_0,false,
TVMEVENTS,111_0,111_0,>LAM,,111_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.49398706888775;34.01590209074579;0.0,803.2;4102.2;0.0,,,SERVICES,2020-05-15T12:24:17.222-0400,2020-05-15T12:24:17.105-0400,111,,,,0,,,TVM001006,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,111,Tampa,0,2020-05-15T14:00-0400,0,,Set,111_0,false,
TVMEVENTS,122_0,122_0,>LAM,,122_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.48821897840124;34.013684384184;0.0,2549.6;3292.2;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.300-0400,2020-05-15T12:13:03.962-0400,122,,,,0,,,TVM001017,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,122,Civic Center,0,2020-05-15T14:00-0400,0,,Set,122_0,false,
TVMEVENTS,1915_0,1915_0,>LAM,,1915_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.48973308539014;34.011328771748964;0.0,2091.2;2431.9;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.305-0400,2020-05-15T12:13:03.967-0400,1915,,,,0,,,TVM001123,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,1915,Manchester-Silver,0,2020-05-15T14:00-0400,0,,Set,1915_0,false,
TVMEVENTS,119_0,119_0,>LAM,,119_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.4912753555737;34.01589875589126;0.0,1624.2;4101.0;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.316-0400,2020-05-15T12:13:03.962-0400,119,,,,0,,,TVM001014,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,119,Laurel Canyon,0,2020-05-15T14:00-0400,0,,Set,119_0,false,
TVMEVENTS,158_0,158_0,>LAM,,158_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.48766644334417;34.01413904653883;0.0,2716.9;3458.3;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.316-0400,2020-05-15T12:13:03.964-0400,158,,,,0,,,TVM001053,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,158,Chinatown,0,2020-05-15T14:00-0400,0,,Set,158_0,false,
TVMEVENTS,147_0,147_0,>LAM,,147_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.48870311712841;34.00976351508928;0.0,2403.0;1860.3;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.315-0400,2020-05-15T12:13:03.964-0400,147,,,,0,,,TVM001042,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,147,Artesia,0,2020-05-15T14:00-0400,0,,Set,147_0,false,
TVMEVENTS,141_0,141_0,>LAM,,141_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.48869507050138;34.0118868321393;0.0,2405.5;2635.7;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.319-0400,2020-05-15T12:13:03.964-0400,141,,,,0,,,TVM001036,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,141,Vernon,0,2020-05-15T14:00-0400,0,,Set,141_0,false,
TVMEVENTS,130_0,130_0,>LAM,,130_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.48962177371602;34.014692641914834;0.0,2124.9;3660.5;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.341-0400,2020-05-15T12:13:03.963-0400,130,,,,0,,,TVM001025,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,130,Vermont/Sunset,0,2020-05-15T14:00-0400,0,,Set,130_0,false,
TVMEVENTS,171_0,171_0,>LAM,,171_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.49148590898136;34.00943000495268;0.0,1560.5;1738.5;0.0,,,SERVICES,2020-05-15T14:09:33.357-0400,2020-05-15T14:09:33.245-0400,171,,,,0,Clear,,TVM001066,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,171,Douglas,0,2020-05-15T14:00-0400,0,,Set,171_0,false,
TVMEVENTS,129_0,129_0,>LAM,,129_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.48962579702956;34.01438027227924;0.0,2123.7;3546.4;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.341-0400,2020-05-15T12:13:03.963-0400,129,,,,0,,,TVM001024,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,129,Vermont/Santa Monica,0,2020-05-15T14:00-0400,0,,Set,129_0,false,
TVMEVENTS,128_0,128_0,>LAM,,128_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.48961238598447;34.01404789193809;0.0,2127.7;3425.0;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.344-0400,2020-05-15T12:13:03.963-0400,128,,,,0,,,TVM001023,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,128,Vermont/Beverly,0,2020-05-15T14:00-0400,0,,Set,128_0,false,
TVMEVENTS,133_0,133_0,>LAM,,133_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.49032048916442;34.01543854483891;0.0,1913.3;3932.9;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.353-0400,2020-05-15T12:13:03.963-0400,133,,,,0,,,TVM001028,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,133,Hollywood/Highland,0,2020-05-15T14:00-0400,0,,Set,133_0,false,
TVMEVENTS,150_0,150_0,>LAM,,150_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.4886990938149;34.00893529587202;0.0,2404.2;1557.8;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.355-0400,2020-05-15T12:13:03.964-0400,150,,,,0,,,TVM001045,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,150,,0,2020-05-15T14:00-0400,0,,Set,150_0,false,
TVMEVENTS,180_0,180_0,>LAM,,180_0,,,2020-05-15T12:13:03.852-0400,2020-05-15T12:13:03.852-0400,-118.48883186316111;34.010217086732425;0.0,2364.0;2025.9;0.0,,,FPTBRIDGETVMEVENTS,2020-05-15T12:13:04.353-0400,2020-05-15T12:13:03.965-0400,180,,,,0,,,TVM001075,false,UNASSIGNED,,In Service,2020-05-15T14:00-0400,140,true,180,Willowbrook (Green),0,2020-05-15T14:00-0400,0,,Set,180_0,false,
